76192,"Ferdinand Hitzig","Ferdinand Hitzig, was a German biblical critic.
He was born at Hauingen, Baden, where his father was a pastor. He studied theology at Heidelberg under H.E.G. Paulus, at Halle under Wilhelm Gesenius and at Göttingen under Ewald. Returning to Heidelberg he became Privatdozent in theology in 1829, and in 1831 published his Begriff der Kritik am Alten Testamente praktisch erörtert, a study of Old Testament criticism in which he explained the critical principles of the grammatico-historical school, and his Des Propheten Jonas Orakel über Moab, an exposition of the 5th and 16th chapters of the book of Isaiah attributed by him to the prophet Jonah mentioned in 2 Kings xiv. 25.
In 1833 he was called to the University of Zürich as professor ordinarius of theology. His next work was a commentary on Isaiah with a translation, which he dedicated to Heinrich Ewald, and which Hermann Hupfeld, well known as a commentator on the Psalms, pronounced to be his best exegetical work. At Zürich he laboured for a period of twenty-eight years, during which, besides commentaries on The Psalms, The Minor Prophets, Jeremiah, Ezekiel, Daniel, Ecclesiastes, Canticles, and Proverbs, he published a monograph, Über Johannes Markus und seine Schriften, in which he maintained the chronological priority of the second gospel. He wrote works of archaeological interest, of which the most important are Die Erfindung des Alphabets, Urgeschichte und Mythologie der Philister, and Die Grabschrift des Eschmunezar."
76193,"Wilhelm Ludwig Imhoff","Schweizer Kaufmann. Der Sohn des Basler Arztes Dr. Ludwig Imhoff-Heitz bildete sich nach dem Besuch der Schulen zum Kaufmann aus, weilte längere Zeit in Paris und London und kehrte 1861 nach Basel zurück. 1866 wurde er durch den Kleinen Rat auf Lebenszeit zum Wechselsensal (vereidigten Börsenmakler) ernannt und übte dieses Amt bis zu dessen Aufhebung im Jahre 1897 in vorbildlicher Weise aus."
76194,"Eduard Kaiser","German physician and politician."
76195,"Hermann von Liebenau","Hermann von Liebenau was a Swiss historian.
He studied medicine in Germany and Austria until 1836, but after this published in historiography exclusively. He moved to Lucerne in 1837, where he remained until his death with the exception of an absence during 1855 to 1860 during which he was in Roman service as a physician.
He published some works on contemporary history, the Swiss Regeneration and the formation of Switzerland as a federal state but mostly focussed on the medieval history of the Old Swiss Confederacy."
76196,"Alfred Merian","Jüngster Sohn von J. J. Merian-Burckhardt und jüngerer Bruder des Altphilologen Prof. J. J. Merian, bildete er sich nach dem Besuch der Basler Schulen in Mailand, darauf in London zum Kaufmann aus und beteiligte sich von 1859 an an der Geschäftsführung der Seidenspinnerei Hetzel bis zu deren Auflösung."
76197,"Adolph von Morlot","Geboren in Neapel, bezog v. M. nach dem Besuch der Schulen in Biel und Bern im Jahre 1838 in letzterer Stadt die Universität zum Zwecke des Geologiestudiums, bildete sich dann in Paris und an der Bergakademie in Freiberg weiter aus und wurde über Wien 1846 mit Aufgaben der geologischen Topographie der Steiermark in Graz beauftragt, wovon zahlreiche naturwissenschaftliche Abhandlungen Zeugnis ablegen. Nach Abbruch seiner Arbeiten kehrte er 1851 in die Schweiz zurück, um in Lausanne einige Zeit als Professor der Geologie und Mineralogie zu wirken. Nochmals wechselte er den Arbeitsplatz und das Gebiet, als Ferdinand Keller in Zürich mit seinen prähistorischen Forschungen ihn mächtig anzog; die Resultate dieser neuen Arbeit sind vor allem in Aufsätzen des «Bulletin de la Societe vaudoise des sciences naturelles enthalten»"
76198,"Oeri Johann Jakob","Geboren im basellandschaftlichen Lausen als ältester Sohn von Burckhardts Schwager Pfarrer J. J. Oeri, besuchte er das Gymnasium in Basel und studierte von 1862 an klassische Philologie in Basel und Bonn. Das Thema seiner 1865 abgelieferten Dissertation, die sog. Responsion bei den griechischen Dramatikern, verfolgte er auch später intensiv. Nach Erwerbung des preußischen Oberlehrerdiploms stand er einige Jahre in den schlesischen Kleinstädten Kreuzburg und Waldenburg im Schuldienst, bis ihn 1871 ein Ruf an das Gymnasium in Schaffhausen holte, wo er sich mit Adele Oschwald verheiratete. 1882 kam er an das Obere Gymnasium nach Basel als Lehrer der klassischen Sprachen und des Deutschen und wirkte hier bis zu seiner Erkrankung, Ende 1907, als hochbegabter und verehrter Lehrer. In das politische Leben seines Vaterlandes griff er ein im Moment, als gerade die großen Themata der Schulbildung aktuell waren; er stand auf der konservativen Seite, wo er im Namen der Minderheit für das Proportionalwahlsystem focht, nicht zuletzt wegen seines Witzes gefürchtet und populär. Von 1889 an gehörte er bis zu seinem Tode der legislativen Behörde und verschiedenen ihrer Kommissionen an. Nach dem Tode seines Onkels B. verwaltete er vorbildlich dessen geistiges Erbe durch die Herausgabe der «Griechischen Kulturgeschichte» und der «Weltgeschichtlichen Betrachtungen»."
76199,"Johannes Justus Rein","Johannes Justus Rein was a German geographer, author and traveler in East Asia. On the title page of each of his books, his name is given as either J.J. Rein or Johann J. Rein."
76200,"Hugo Richter","German publisher in Basel, owner from 1865 until 1868 of the Schweighauser'sche Verlagsbuchhandlung."
76201,"Karl Sarasin","Schweizer Industrieller und Politiker. Durch seine Mutter der Neffe des Ratsherm Andreas Heusler, absolvierte Sarasin nach dem Besuch der Schulen trotz starker persönlicher Neigung zur Theologie eine kaufmännische Lehre in einer Seidenbandfirma und gründete 1837 mit seinem Vater eine kleine neue Fabrik, welche er rasch zur Blüte emporführte. Sein Interesse für gewerbliche und soziale Fragen ließen ihn auch bald in der Politik Fuß fassen, vorläufig auf konservativer Seite, obwohl er durchaus einem wirtschaftlichen Liberalismus huldigte. Während seine Firma durch Neubauten und Gründung von Filialen sich beständig erweiterte und auch am allgemeinen industriellen Aufschwung teilnahm, trat er 1856 mit seiner Wahl in den Kleinen Rat in die Regierung ein und gehörte ihr als Ratsherr und Präsident des Baukollegiums bis 1875 an, mit einem Unterbruch von 1867 bis 1869. In seine Amtszeit fiel die große Stadterweiterung Basels mit der Niederlegung des mittelalterlichen Ringmauernsystems sowie die Ausführung großer öffentlicher Bauten, anschließend der Beginn der allgemeinen Kanalisation, die er als Vorsteher des Sanitätsdepartements (1875-1878) noch in die Wege leitete. Hingebend war seine Tätigkeit im Dienste von Werken der Sozialreform wie der Erstellung von Arbeiterwohnungen und der Kodifizierung des ersten Basler Fabrikgesetzes (1869); daneben wirkte er eifrig für die Basler Mission und verwandte Institutionen. Sein Begräbnis wurde zu einem eindrücklichen Zeugnis dafür, wie populär sein gemeinnütziges Wirken gewesen war."
76202,"Anton Springer","Anton Heinrich Springer was a German art historian and writer."
76203,"Aleksiej Uwarow","Count Aleksey Sergeyevich Uvarov was a Russian archaeologist often considered to be the founder of the study of the prehistory of Russia.
Uvarov was the son of Count Sergey Uvarov, an influential minister of education. He came to know the leading historians of the period, Mikhail Pogodin and Timofey Granovsky, from an early age. He was educated at the universities of St. Petersburg, Berlin, and Heidelberg. After his father's death, he commemorated his name by instituting the Uvarov Prize, to be awarded by the Academy of Sciences to distinguished writers and historians.
Uvarov's activities as a field archaeologist began with visits to Rostov, Vladimir, Chernigov and other centres of Kievan Rus. Starting in 1854, he excavated the Meryan-Norse settlement at Sarskoe Gorodishche. He summarized his findings in The Meryans and Their Lifestyle as Shown by Kurgan Excavations. Subsequent expeditions took him to Pontic Olbia, Tauric Chersonesus, and Scythian Neapolis.
Uvarov was a towering presence in the history of the Russian Archaeological Society. In 1864 he helped organize the Moscow Archaeological Society, of which he remained president until his death. During Uvarov's administration, the society would convene one time in three years at some ancient Russian town. More importantly in the long run, Uvarov contributed to the establishment of the State Historical Museum, with the intention of promoting national self-awareness."
76204,"Carl Vischer","Swiss businessman, historian and writer."
76205,"Wilhelm Vischer","Swiss ancient philologist and alderman."
76206,"Anton Salomon Vögelin","Sohn des Kirchenhistorikers Salomon V. (1774-1849), besuchte er das Zürcher Carolinum, wo Joh. Casp. v. Orelli sein Lehrer war, dann die Universitäten Leipzig und Berlin (Schleiermacher), wurde 1827 als Theologe ordiniert, beschritt aber dann doch unter dem Einfluss seines Leipziger Lehrers Gottfried Hermann die Laufbahn des Philologen. Am Carolinum als Lehrer lange zurückgesetzt und erst 1855 mit dem Griechischunterricht betraut, gehörte er auch zum Lehrkörper der Universität, wo er nach seiner Ernennung Extraordinarius wurde. Im Kontakt mit seinem Kollegen Hermann Köchly setzte hier für ihn ein fruchtbares wissenschaftliches Arbeiten ein. Doch betätigte er sich daneben aufs vielseitigste, besonders als Germanist, wo ihn lange Freundschaft mit Wilhelm Wackernagel verband, aber auch noch auf kirchlichem Gebiet und besonders durch Mitarbeit auf der Stadtbibliothek, deren Geschichte er schrieb. Auch die historische Denkmalpflege hatte in ihm einen begeisterten Helfer. Die durch seinen Sohn verkörperten demokratischen Tendenzen in Kirche und Staat verfolgte er mit innerem Schmerz."
76207,"Friedrich Salomon Vögelin","Friedrich Salomon Vögelin war ein Schweizer Theologe, Kunsthistoriker und Politiker."
76208,"Joseph Viktor Widmann","Swiss writer."
76209,"Karl Dietrich Wieland","Als Sohn des Inhabers der Schweighauserschen Druckerei, der am 8. Aug. 1833 im Kampf gegen die Basellandschäftler fiel, und jüngster Bruder von Jacob Burckhardts Verleger Hans Wieland, studierte er in Basel, von 1850 an in Göttingen und dann in Berlin Jurisprudenz und eröffnete nach der praktischen Ausbildung und dem Notariatsexamen 1855 ein Bureau zusammen mit seinem Freund Hans Burckhardt, das er dann von 1859 bis 1883 allein weiterführte."
76210,"Friedrich Wöhler","Friedrich Wöhler was a German chemist, best known for his synthesis of urea, but also the first to isolate several chemical elements."
76211,"Eduard von Wölfflin","Eduard (von) Wölfflin war ein Schweizer klassischer Philologe, der als Dozent und Professor in Zürich (1856–1875), Erlangen (1875–1880) und München (1880–1905) wirkte. Der Textkritiker und Universitätsprofessor initiierte das monumentale Unternehmen Thesaurus Linguae Latinae, ein Wörterbuch der lateinischen Sprache der gesamten Antike, das bis heute in München erstellt wird."
76212,"Ignaz von Döllinger","Johann Joseph Ignaz von Döllinger was a German theologian, Catholic priest and church historian who rejected the dogma of papal infallibility. He is considered an important contributor to the doctrine, growth and development of the Old Catholic Church, though he himself never joined that denomination."
76213,"Моор, Карл","Karl Moor was a Swiss Communist, and a channel for German financing of the 19th-century European Bolshevik movement.
He was the illegitimate son of Swiss citizen Mary Moor, of Vordemwald, and the Swiss aristocrat Ernest de Stoeklin, of Fribourg. Moor studied at universities in both Switzerland and Germany. In the 1870s his passion for the ideas of socialism led him to take part in the work of the banned Social Democratic Party of Germany. In the spring of 1881 he was expelled from Bavaria and moved to Basel. There he became one of the eminent functionaries of Swiss social democracy. In 1889 he lived in Bern, where he edited the social-democratic newspaper Berner Tagwacht. During this period he provided assistance to many political exiles from Russia, as well as leaders of the Peoples' First Polish Socialist Party, ""Proletariat,"" and the Bolsheviks-Lenintsev.
May 4, 1917 of Moor was a report in the MFA Germany, which reported that he had « «made probing a number of representatives of various groups of pacifist’s wing, the Socialists and they said that it would be very it is desirable that a systematic, intensive and effective campaigning in favor of peace would be maintained by someone of the well-known neutral comrades. After they were clear, and I would say, good willingness to accept financial support for it to work for peace, I said that for its part, would be happy to provide a substantial amount for such a noble, humane and international goals »."
76214,"Hermann Friedrich Fridolin Eisele",
76215,"Ludwig Fischer","Emanuel Friedrich Ludwig Fischer war ein Schweizer Botaniker. Sein botanisches Autorenkürzel lautet „L.Fisch.“."
76216,"Maria Alioth-Falkner","Tochter des Basler Arztes Dr. Joh. Ludw. Falkner und der Eleonore Elisabeth La Roche, heiratete sie 1840 Daniel August Alioth (1826-1889), Teilhaber der von seinem Vater 1824 gegründeten Schappespinnerei J.S. Alioth in Basel. Der älteste Sohn aus dieser mit 7 Kindern gesegneten Ehe war Max Alioth."
76217,"Martin Birmann","Martin Birmann, geborener Grieder (* 26. November 1828 in Rünenberg; † 19. August 1890 in Liestal) war ein Schweizer Politiker. Er war Ständerat und erster Armeninspektor des Kantons Basel-Landschaft, Präsident mehrerer politischer und gemeinnütziger Organisationen sowie Schriftsteller."
76218,"Anna Elisabeth Burckhardt-Brenner","Tochter des Basler Psychiaters Prof. Dr. med. Joh. Friedr. Brenner und der Catharina Kern, vermählte sie sich am 19. April 1855 mit dem Basler Mathematiker, Gymnasiallehrers und späteren Rektor Carl Friedrich (Fritz) Burckhardt-Brenner, Sohn des Stadtschreibers Johannes B. (1803-1839)."
76219,"Christoph Friedrich Cherbuin","Aus dem waadtländischen Payerne stammend, wirkte C. von 1837 bis 1847 als Pfarrer im basellandschaftlichen Langenbruck, wurde dann als Lehrer an die 1813 gegründete Basler Töchterschule berufen und wirkte hier bis 1887, von 1862 an als Rektor. Sein pädagogisches Geschick in zahlreichen Fächern verhalf ihm zu großer Beliebtheit; während seiner Rektoratszeit vergrößerte sich nicht nur die Schule, sondern wurde auch ihr Lehrplan und ihre Ordnung wesentlich ausgebaut, wozu 1884 auch der Umzug in ein neues Schulhaus kam. Kirchlich gehörte Ch. der Reformpartei an."
76220,"Hans Frey","Swiss historian and teacher."
76221,"Eduard Hagenbach-Bischoff","Eduard Hagenbach-Bischoff was a Swiss physicist. The Hagenbach-Bischoff quota is named after him.
The son of the theologian Karl Rudolf Hagenbach studied physics and mathematics in Basel, Berlin, Geneva, Paris and obtained his Ph.D. in 1855 in Basel. He taught at the “Gewerbeschule” in Basel and was after his habilitation professor for mathematics at the University of Basel for one year. From 1863 to 1906 he was ordinary professor for physics in Basel. In 1874 he became director of the institute of physics at the newly founded “Bernoullianum” in Basel, and from 1874 to 1879 he was president of the Swiss Academy of Sciences.
Hagenbach-Bischoff was involved in the popularisation of science and at the “Bernoullianum” he gave more than 100 popular talks; i.e., in 1896, about the newly discovered X rays. His chair was taken over in 1906 by his son August Hagenbach, who worked in spectroscopy."
76222,"Alexander Kaufmann","Alexander Kaufmann was a German poet and folklorist from Bonn."
76223,"Johann Friedrich Keller","Als Sohn des Pfarrers Joh. Hch. Keller geboren, der von 1837 bis 1875 im aargauischen Städtchen Zofingen amtete, ergriff er den Beruf eines Korrektors. Er starb in Frauenfeld (Thurgau)."
76224,"Franz von Löher","Franz von Löher numbered among the democrats during the revolutions of 1848 in Germany. He was a German jurist and historian. He toured the United States extensively."
76225,"August von Miaskowski","German economist and university professor in Basel, Hohenheim, Breslau, Wien and Leipzig."
76226,"Rudolf Daniel Oeri","Als zweiter Sohn von Burckhardts Schwager, Pfr. J. J. Oeri im basellandschaftlichen Lausen geboren, ging der zuerst für einen technischen Beruf Vorbereitete unter dem Einfluss seiner naturwissenschaftlichen Lehrer zur Medizin über und absolvierte dieses Studium in Basel und Tübingen bis zum Staatsexamen 1876, worauf sich noch eine Praxis als Assistent und ein Aufenthalt in Paris anschlossen. In Basel eröffnete O. 1878 eine eigene Praxis, die er als hochangesehener, vielbegehrter Hausarzt bis zu seinem Tode führte. Der Vaterstadt diente er in mehreren wichtigen Ehrenämtern, vor allem auch als Mitglied der Curatel, dem schweizerischen Vaterland als Hauptmann der Sanität. Mit Burckhardt verband ihn ein besonders vertrautes Verhältnis, da er in spätem Jahren auch der Hausarzt seines Onkels wurde. Sein schriftstellerisches Talent verwertete er in mehreren kulturhistorischen Studien, von denen einzelne der Persönlichkeit Burckhardts gewidmet sind. Nach dem frühzeitigen Tod seiner ersten Gattin Alice Chappuis aus Morges (1854-1880) verheiratete er sich mit Georgine Sarasin (1860-1950)."
76227,"Theodor Opitz","Theodor Opitz was a German journalist from Silesia, which emerged through studies of the history of the French Revolution, in the 1848 revolution was active in Germany and after the Polish January Uprising in 1863 fled to Switzerland for political reasons from Silesia, where he worked as a journalist and translator."
76228,"Nathanael Plüss","Swiss scientist and teacher."
76229,"Johann Rudolf Rahn","Johann Rudolf Rahn (* 24. April 1841 in Zürich; † 28. April 1912 ebenda) gilt als einer der Gründer der schweizerischen Denkmalpflege und Kunstforschung und -geschichte in der Schweiz. Oft wird er als «Vater der schweizerischen Kunstgeschichte» bezeichnet."
76230,"Benedikt Rudolf Ryhiner","Swiss-american farmer and businessman."
76231,"Arnold von Salis","Schweizer Theologe, Pfarrer und Kirchenhistoriker. Geboren im bündnerischen Bergell (heute Bregaglia) als Sohn des Pfarrers und späteren Direktors der Basler Strafanstalt und einer aus Basel stammenden Mutter, besuchte Arnold von Salis seit 1860 die Basler Schulen und hatte hier als Lehrer Wilhelm Wackernagel und Jacob Burckhardt. Seit 1866 Student der Theologie in Basel, dann in Berlin und Tübingen, wurde er zuerst Pfarrer im thurgauischen Braunau (1871-1874), kam dann als Stadtpfarrer nach Liestal, 1886 nach Basel an die Kirche St. Leonhard und wurde 1891 Hauptpfarrer am Münster, als welcher er offiziell bis 1896 den Titel eines Antistes der Basler Kirche als letzter Träger dieses Amtes trug; in der Folge blieb er bis zu seiner Abbitte 1921 Präsident des Kirchenrats. Während seiner Amtszeit vollzog sich in Basel der wichtige Prozess der Trennung der Evangelisch-reformierten Kirche vom Staat. Als Theologe war Salis ein Schüler des strengen Biblizisten Hermann Schultz, hervorragend als Prediger, wirkte er in der Zeit der Richtungskämpfe doch auch als vermittelnder Schlichter. Den Protestanten in der Diaspora stand er als langjähriger Präsident des protestantisch-kirchlichen Hilfsvereins bei, wie auch seine historischen Studien vornehmlich dem Protestantismus in den romanischen Ländern galten. Kunstbetrachtung – eine große Italienreise 1879 – und literarisch-dichterisches Schaffen gehörten zu seinen Nebenbeschäftigungen, wie ihm überhaupt die Gestalt Burckhardts in ihrer positiven Einstellung zur Kunst stetiges Vorbild war."
76232,"Anna Stadler","Schwester Julius Stadlers,1841 verheiratet mit Kaufmann Wilhelm Basel aus Bremen, 1853 geschieden, später in Zürich wohnend, gestorben in München."
76233,"Gustav Teichmüller","Gustav Teichmüller was a German philosopher."
76234,"Heinrich Wilhelm Josias Thiersch","Heinrich Wilhelm Josias Thiersch, usually known as H. W. J. Thiersch, was a German philologist, theologian, and minister, active in the short-lived Catholic Apostolic Church."
76235,"Conrad Varrentrapp","Geboren in Braunschweig, studierte V. Geschichte als Schüler von Waitz (Göttingen), Ranke (Berlin) und schließlich v. Sybel (Bonn), bei welchem er promovierte. 1868 in Bonn habilitiert, kam er 1874 nach Marburg, das er von 1890 bis 1901 mit Straßburg vertauschte und wohin er wieder zurückkehrte. Sein Lehrer von Sybel betraute ihn 1869 mit der Redaktion der «Historischen Zeitschrift». Varrentraps eigene Forschungen galten zunächst dem Mittelalter, später vor allem der deutschen Reformationsgeschichte und dem 19. Jahrhundert."
76236,"Karl Burckhardt-Iselin","Karl Burckhardt-Iselin war ein Schweizer Politiker.
Karl Burckhardt studierte Rechtswissenschaften an den Universitäten Basel, Göttingen, Berlin, Greifswald, Heidelberg und Paris. Er gehörte in Göttingen dem Corps Bremensia an. Nach Beendigung seiner Studien mit der Promotion zum Dr. iur. wurde er 1859 Staatskanzlist und Ratsschreiber in Basel, 1868 Untersuchungsrichter, 1871 Kriminal- und Polizeirichter, 1872 Gerichtspräsident.
Von 1861 bis 1873 gehörte Burckhardt dem Grossen Rat des Kantons Basel-Stadt an. 1873 wurde er (letzter) Bürgermeister von Basel. 1875 war er Verfassungsrat, nach der Totalrevision der Kantonsverfassung stand er von 1875 bis 1893 als Regierungsrat dem Polizeidepartement des Kantons Basel-Stadt vor. Parallel dazu gehörte er von 1875 bis September 1889 auch dem Nationalrat an, den er 1879/80 präsidierte. Er vertrat den linken Freisinn. Von 1880 bis Mai 1891 war er zugleich Ersatzmann am Bundesgericht."
76237,"Rudolf Falkner","Aus einem alten Basler Geschlecht stammend, wurde Falkner am Karlsruher Polytechnikum zum Förster ausgebildet. Er übernahm dann 1855 nach mathematischen Studien das Amt eines Grundbuchgeometers in Basel, gelangte hier 1873 in den Kleinen Rat und wurde bei der Verfassungsänderung 1875 Regierungsrat, als welcher er das Baudepartement bis zu seinem Rücktritt 1894 leitete. Brückenbauten und die während seiner Amtszeit durchgeführte Birsigkorrektion halten seinen Namen in Basel lebendig. Sekundant des radikalen Führers Wilhelm Klein, trat er auch in den kirchlichen Behörden auf dem freisinnigen Flügel hervor."
76238,"Albert Huber","Als Spross des älteren Basler Geschlechtes dieses Namens und Urenkel des als «Larifuncus» bekannten revolutionären Agitators Johann Wernhard H., übernahm er zunächst die seit dem 17. Jahrhundert im Besitz seiner Vorfahren befindliche Apotheke an der Schifflände. Von 1878 an während mehrerer Jahrzehnte im Großen Rat, schloss er sich, als gleichzeitiger Führer im Gewerbeverein, dem linken Flügel der freisinnigen Partei an und betätigte sich im Redaktionskomitee des «Schweizerischen Volksfreundes»; seine sozialpolitischen Ziele verfolgte er als Mitglied zahlreicher staatlicher Kommissionen. Erst in späteren Jahren entschloss er sich zum Studium der Rechtswissenschaft, promovierte in Heidelberg und wurde 1893 zum Zivilgerichtspräsidenten gewählt. Seine Ambition, in die Regierung zu gelangen, führte nicht zum Erfolg, da er gegen Oberst Wilhelm -choff, dem er die Führung des Sanitätsdepartementes streitig zu machen suchte, unterlag. Mit seinen eigenen politischen Gesinnungsgenossen überworfen, ging er schließlich ins Lager der neugegründeten «Demokratischen Partei»"
76239,"Karl Lendorff","Swiss architect with German origins."
76240,"Paul Lindau","Paul Lindau was a German dramatist and novelist."
76241,"Augusto Nomis di Cossilla","Italian politician."
76242,"Gustav Stehelin","Swiss businessman mainly active in Milan."
76243,"Adolf Adam","Der gebürtige Karlsruher betrat mit Erfolg die Laufbahn eines Steuerbeamten und arbeitete sich 1879 bis zum «verantwortlichen Verrechner» der Großherzoglichen Vermögensverwaltung empor. 1896 wurde er Vorstand des Hoffinanzamtes."
76244,"Jules J. Baudry","Als einfacher Angestellter im Buchhandel beginnend, assoziierte er sich 1840 mit dem Verlag Gide und betreute hier ein umfangreiches Programm von Luxuspublikationen (u. a. über Rembrandt, Reisebeschreibungen aus Alt-Frankreich in 17 Bänden, Jules Gailhabauds Architekturwerk), denen staatliche Unterstützung geliehen wurde. 1857 trennte er sich von Gide und trat nach mehrjähriger Pause mit Noblet in Liege in Verbindung, dessen Filiale in Paris er zunächst leitete. Auf dieser Grundlage baute er die neue Librairie Polytechnique als Privatunternehmen auf, welche den Werken der Ingenieurkunst und Architektur zur Verfügung stand und von ihm zu voller Blüte geführt wurde."
76245,"Bernhard Georg Orion","Nach juristischen Studien in Marburg und Zürich wurde er zum Staatsanwalt in Chur ernannt, war Mitglied des Großen Rates und kam 1863 in den kantonalen Erziehungsrat, dessen Präsident er 1864 wurde."
76246,"Carl Burckhardt","Einziger Sohn eines wohlhabenden Basler Bandfabrikanten, begann er seine juristischen Studien in Basel, wo er Jacob Burckhardts Vorlesungen besuchte. 1851 bis 1854 setzte er seine wissenschaftliche Ausbildung in Heidelberg und Berlin fort. Größeren Reisen im deutschen Sprachgebiet folgten Aufenthalte in Paris und London, während später Italien vorgezogen wurde. Nach der Rückkehr in die Vaterstadt begann der allmähliche Eintritt in richterliche Ämter. 1862 erfolgte derjenige in den Großen Rat, 1867 in den Kleinen Rat, wo B. vor allem im Justiz-und Erziehungskollegium tätig war. Maßgebend war seine Funktion in der Universitätskuratel, deren Präsidium er 1874 als Nachfolger seines Onkels, des Ratsherrn Wilhelm Vischer antrat und bis 1890 versah. Nach Abdankung des Ratsherrnregimentes noch bis 1881 in der Regierung als Vorsteher des Justizdepartements ausharrend, verteidigte er im verspäteten Basler Kulturkampf mit Überzeugung die Rechte der befehdeten konfessionellen Minderheiten."
76247,"Ludwig Friedländer","Ludwig Henrich Friedlaender was a German philologist.
He studied at the universities of his hometown Königsberg, Leipzig, and Berlin from 1841 to 1845. In 1847 he became privat-docent of classical philology at Königsberg, in 1856 assistant professor, and in 1858 professor.
He retired in 1892 to Strasbourg, where he was honorary professor at its university.
Although Jewish, he embraced Christianity."
76248,"Frederic I de Baden","Frederick I was the sixth Grand Duke of Baden from 1856 to 1907."
76249,"Henri Lang","Swiss art dealer in Basel."
76250,"Julie Berri","Als neuntes Kind des Schweizer Architekten Melchior Berri und seiner Frau Margaretha, der ältesten Schwester Jacob Burckhardts, wuchs sie im Kreis ihrer zahlreichen Geschwister auf. Der frühe und plötzliche Tod des Vaters warf einen Schatten auf ihr Leben. Bald nach dem Hinscheiden ihrer Mutter heiratete sie Fritz Hagenbach und war, bei kinderloser Ehe, mit dessen Familie eng verbunden. Die letzten Jahrzehnte ihres Lebens bewohnte sie das sogenannte Brunnschweilerhaus in der Hebelstraße, den Sammelpunkt für den weiten Kreis ihrer Verwandten."
76251,"Rochus von Liliencron","Rochus Wilhelm Traugott Heinrich Ferdinand Freiherr von Liliencron was a Germanist and historian, known for his collection of German Volkslieder, published in five volumes in 1865-1869, and as the editor of the biographical reference work Allgemeine Deutsche Biographie, published 1875-1912."
76252,"Daniel Oeri","Schweizer Kaufmann. Der jüngere Bruder von Jacob Burckhardts Schwager Johann Jakob Oeri besuchte in Lausanne die Schule und wandte sich trotz Neigung zur Mathematik dem kaufmännischen Berufe zu, allerdings ohne Erfolg. Als Hauptmann machte er den Sonderbundskrieg mit und lebte später in Zürich."
76253,"Eugen von Regenauer","German civil servant expert in accountability."
76254,"Jean Paul Richter","Geboren in Dresden als Sohn eines hohen sächsischen Geistlichen, begann er in Leipzig mit der Theologie, ging dann aber zur Kunstgeschichte über. Nachdem sich sein Interesse auf die italienische Kunst vor allem der Renaissance und des Barock konzentriert hatte, gelang es ihm nach 1877, in England festen Fuß zu fassen. Nicht nur bei der Leitung der National Gallery, sondern auch bei Besitzern großer Privatsammlungen erwarb er sich als Fachmann großes Vertrauen, sodass er zu Expertisen und Inventaren herangezogen wurde. Beschäftigung mit dem handschriftlichen Nachlass Leonardo da Vincis brachte ihn in Berührung mit Heinrich von Geymüller, als deren Ergebnis eine zweibändige Edition von Leonardos Schriften (1883/84) vorliegt. Von weiteren Publikationen sind neben Studien über die Italiener in der National Gallery vor allem eine Monographie über die Mosaiken von S. Maria Maggiore und eine zweibändige Bearbeitung der Londoner Mond Collection zu nennen. Methodisch stand er in der Nachfolge von Giovanni Morelli, mit dem er in intensivem Briefwechsel stand."
76255,"Ernst Wagner","Ernst Hermann Wagner war als Prähistoriker in Baden tätig."
76256,"Wilhelm Wattenbach","Wilhelm Wattenbach, was a German historian.
He was born at Rantzau in Holstein. He studied philology at the universities of Bonn, Göttingen and Berlin, and in 1843 he began to work upon the Monumenta Germaniae Historica. In 1855 he was appointed archivist at Breslau; in 1862 he became professor of history at Heidelberg, and ten years later professor at Berlin, where he was a member of the directing body of the Monumenta and a member of the Academy. He died at Frankfurt. Wattenbach was distinguished by his thorough knowledge of the chronicles and other original documents of the Middle Ages, and his most valuable work was done in this field."
76257,"Adolf Burckhardt","Nach dem Besuch der Basler Schulen und des Pädagogiums absolvierte B. von 1843 an eine kaufmännische Lehre und trat, nach mehrjährigen Reisen im Ausland, 1852 in das Basler Bankhaus Ehinger ein, zog sich aber vom aktiven Geschäftsleben schon 1861 zurück. Seine ausgebreiteten Kenntnisse des Bank- und Münzwesens stellte er in den Dienst der Öffentlichkeit, indem er durch Finanzstudien, aber auch persönlich als Mitglied eidgenössischer Delegationen bahnbrechend bei der Einführung der Goldwährung in der Schweiz nach französischem System, bei der Gründung der lateinischen Münzunion zwischen Frankreich, Belgien, Italien und der Schweiz und nicht zuletzt als frühzeitiger Befürworter einer zentralen schweizerischen Notenemissionsbank hervortrat."
76258,"Albert Burckhardt","Swiss historian and politician."
76260,"Fritz Burckhardt","Swiss scientist, teacher and university professor."
76261,"Carl von Cotta","Der jüngste Sohn des Stuttgarter Verlegers Johann Georg v. Cotta übernahm nach juristischer und buchhändlerischer Ausbildung die väterliche Firma, zuerst zusammen mit seinem Vetter Hermann v. Reischach, seit 1876 als alleiniger Geschäftsführer. Veränderungen im Verlagswesen der Zeit verlangten von ihm Neudispositionen im Verlagsprogramm, die eine Modernisierung und Konzentration vor allem auf wissenschaftliche Bücher (Naturwissenschaften, Geschichte) zur Folge hatten; von neuen Klassikern wurde Grillparzer herausgegeben. Als letzter Vertreter der Familie hielt er die Tradition der Firma aufrecht; nach seinem Tod kam der Verlag in die Hände der Brüder Kröner."
76262,"Francesco Fabi Altini","Italian sculptor, pupil of Pietro Tenerani."
